CUST_ORG,BUS_CAT_CL,BUS_CAT_DS,OCCPNT_TYP,SRCDATA_ID,NAME,DESCRIPTN,ADDRESS,ALIAS_ADDR,ST_ADDRESS,POSTAL_CD,LOCALITY,CONT_PHONE,CONT_EMAIL,CONT_FAX,WEBSITE,IMAGE_URL,LATITUDE,LONGITUDE,KEYWORDS,DT_UPDATE,GEOCD_IND,FACEBOOK,PRODUCT_ID,TRSM_AREA,TWITTER,SHAPE,SEQ_ID,X,Y
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1734,Vedder River Campground,Campgrounds & RV Parks - Private;,"5355 Giesbrecht Rd, Chilliwack, BC",4165 Columbia Valley Hwy,5355 Giesbrecht Rd,V2R4R1,Chilliwack,,,,,,49.0952734,-122.0068533,Accommodation,20181201072117,, ,4539956,Vancouver Coast and Mountains,http://twitter.com/VedderRiverCamp,,3749,1291809.5639999988,461448.6629999997
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1735,Bonniebrook Lodge - Oceanfront Inn,Hotels & Motels;,"1532 Ocean Beach Esplanade, Gibsons, BC",1532 Ocean Beach Esplanade,1532 Ocean Beach Esplanade,V0N1V5,Gibsons,,,,www.bonniebrook.com,,49.3897425,-123.5541733,Accommodation,20181201072118,,https://www.facebook.com/Bonniebrook-Lodge-and-Chasters-Restaurant-181647031869559/,4541124,Vancouver Coast and Mountains, ,,4355,1177664.210000001,489003.8609999977
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1736,Harrison Hot Springs Resort & Spa,Resorts;,"100 Esplanade Ave, Harrison Hot Springs, BC",100 Esplanade Ave,100 Esplanade Ave,V0M1K0,Harrison Hot Springs,,,,www.harrisonresort.com,,49.3035347,-121.7895859,Accommodation,20181201072116,,http://www.facebook.com/HarrisonResort,4541062,Vancouver Coast and Mountains, ,,2133,1306293.352,485465.760999999
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1737,Alpine Motel,Hotels & Motels;,"505 Old Hope Princeton Way, Hope, BC","505 Old Hope Princeton Way, Hope, BC",505 Old Hope Princeton Way,V0X1L0,Hope,,,,,,49.375175999999996,-121.43447,Accommodation,20181201072115,, ,4539734,Vancouver Coast and Mountains, ,,1669,1331579.323999999,495011.51300000027
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1738,City Centre Motel,Hotels & Motels;,"455 Wallace St, Hope, BC","455 Wallace St, Hope, BC",455 Wallace St,V0X1L0,Hope,,,,www.hopecitycentremotel.com,,49.380627999999994,-121.438657,Accommodation,20181201072116,,https://www.facebook.com/pages/Hope-City-Centre-Motel/405658392859736,4539740,Vancouver Coast and Mountains, ,,2279,1331236.644999999,495596.5400000084
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1739,Colonial '900' Motel,Hotels & Motels;,"900 Old Hope Princeton Way, Hope, BC","900 Old Hope Princeton Way, Hope, BC",900 Old Hope Princeton Way,V0X1L0,Hope,,,,,,49.374603,-121.418652,Accommodation,20181201072118,, ,4539737,Vancouver Coast and Mountains, ,,3953,1332730.6500000004,495022.1859999979
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1740,Evergreen B&B,Bed & Breakfasts;,"1208 Ryder St, Hope, BC",1208 Ryder St,1208 Ryder St,V0X1L4,Hope,,,,www.evergreen-bb.com,,49.374815999999996,-121.432469,Accommodation,20181201072118,,https://www.facebook.com/evergreenbandb.hope.bc/,4540761,Vancouver Coast and Mountains, ,,4313,1331727.028,494980.9629999995
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1741,Royal Lodge Motel,Hotels & Motels;,"580 Old Hope Princeton Way, Hope, BC",9871 Seacote Road,580 Old Hope Princeton Way,V0X1L4,Hope,,,,http://royallodgemotel.ca/,,49.375557,-121.43055,Accommodation,20181201072118,, ,4539443,Vancouver Coast and Mountains, ,,3485,1331860.8939999999,495072.1339999996
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1742,Swiss Chalets Motel,Hotels & Motels;,"456 Trans-Canada Hwy 1, Hope, BC","456 Trans-Canada Hwy 1, Hope, BC",456 Trans-Canada Hwy 1,V0X1L0,Hope,,,,,,49.3831062,-121.4475274,Accommodation,20181201072116,, ,4539743,Vancouver Coast and Mountains, ,,1609,1330575.683000001,495829.90800000355
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1743,Sunshine Coast Resort Hotel & Marina,Hotels & Motels; Vacation Rentals; Cabins & Cottages;,"12695 Hwy 101 N, Pender Harbour, BC","12695 Hwy 101 N, Pender Harbour, BC",12695 Hwy 101 N,V0N2H0,Pender Harbour,,,,http://www.sunshinecoast-resort.com/,,49.562052800000004,-124.25637,Accommodation,20181201072117,,https://www.facebook.com/SunshineCoastResort,4540007,Vancouver Coast and Mountains,https://twitter.com/sunshinecoastre,,2605,1126197.5510000014,506640.4669999955
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1744,Lillooet Lake Lodge,Cabins & Cottages; Campgrounds & RV Parks - Private;,"11016 In-Shuck-ch FSR, Pemberton, BC","11016 In-Shuck-ch FSR, Pemberton, BC",11016 In-Shuck-ch FSR,V0N2L0,Pemberton,,,,,,50.2810031,-122.5511169,Accommodation,20181201072117,, ,4541206,Vancouver Coast and Mountains, ,,3065,1245650.0510000011,591030.5749999974
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1745,Seabreeze Resort,Cabins & Cottages; Campgrounds & RV Parks - Private;,"10975 Hwy 101, Powell River, BC",10975 Hwy 101,10975 Hwy 101,V8A0L5,Powell River,,,,,,49.779872,-124.3528032,Accommodation,20181201072117,,https://www.facebook.com/seabreezeresortbc,4539778,Vancouver Coast and Mountains, ,,3321,1118655.9360000014,530683.5489999987
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1746,Driftwood Inn,Hotels & Motels;,"5454 Trail Ave, Sechelt, BC","5454 Trail Ave, Sechelt, BC",5454 Trail Ave,V0N3A0,Sechelt,,,,www.driftwoodmotorinn.com,,49.470864999999996,-123.759075,Accommodation,20181201072118,,https://www.facebook.com/DriftwoodMotorInn,4539775,Vancouver Coast and Mountains,https://twitter.com/PebblesSechelt,,3371,1162500.0510000018,497522.57200000156
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1747,August Jack Motor Inn,Hotels & Motels;,"37947 Cleveland Ave, Squamish, BC","37947 Cleveland Ave, Squamish, BC",37947 Cleveland Ave,V8B0A3,Squamish,,,,http://www.augustjack.com,,49.697516,-123.154337,Accommodation,20181201072117,,https://www.facebook.com/augustjackmotorinn,4540545,Vancouver Coast and Mountains,http://twitter.com/AugustJackInn,,2541,1205318.8180000004,524273.16200000234
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1748,Howe Sound Inn & Brewing Company,Hotels & Motels;,"37801 Cleveland Ave, Squamish, BC","37801 Cleveland Ave, Squamish, BC",37801 Cleveland Ave,V8B0A7,Squamish,,,,,,49.695347,-123.156153,Accommodation,20181201072117,,http://www.facebook.com/HoweSoundBrewing,4540048,Vancouver Coast and Mountains,http://twitter.com/howesoundbeer,,3599,1205197.547000001,524026.9360000035
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1749,Chilcotin Holidays Guest Ranch,Resorts; Cabins & Cottages;,"Gun Creek Rd, Gold Bridge, BC",Gun Creek Rd,Gun Creek Rd,V0K1P0,Gold Bridge,,,,www.chilcotinholidays.com,,50.916255,-122.81184999999999,Accommodation,20181201072116,,https://www.facebook.com/ChilcotinHolidays/,4539972,Cariboo Chilcotin Coast, ,,1921,1223908.6649999998,660800.5160000008
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1750,Morrow Chalets,Cabins & Cottages;,"2440 Gun Creek Rd., Gold Bridge, BC",General Delivery,2440 Gun Creek Rd.,V0K1P0,Gold Bridge,,,,,,50.855906,-122.83413999999999,Accommodation,20181201072118,,http://www.facebook.com/pages/Morrow-Chalets/166539760036252,4540800,Cariboo Chilcotin Coast, ,,4021,1222644.6719999993,654017.0199999986
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1751,Tyax Lodge & Heliskiing,Resorts;,"1 Tyaughton Lake Rd, Gold Bridge, BC",1 Tyaughton Lake Rd,1 Tyaughton Lake Rd,V0K1P0,Gold Bridge,,,,www.tyax.com,,50.9523712,-122.7680969,Accommodation,20181201072118,,http://www.facebook.com/tyaxwilderness,4540079,Cariboo Chilcotin Coast,https://twitter.com/TyaxResort,,4229,1226795.844,664957.4820000026
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1752,Burnaby Cariboo RV Park & Campground,Campgrounds & RV Parks - Private;,"8765 Cariboo Pl, Burnaby, BC",8765 Cariboo Pl,8765 Cariboo Pl,V3N4T2,Burnaby,,,,,,49.248802,-122.913774,Accommodation,20181201072118,,https://www.facebook.com/pages/Burnaby-Cariboo-RV-Park-and-Campground-Vancouver/130091350343019,4539953,Vancouver Coast and Mountains,https://twitter.com/BCRVPARK,,3931,1224838.793,475174.7350000022
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1753,Poco Inn & Suites Hotel,Hotels & Motels;,"1545 Lougheed Hwy, Port Coquitlam, BC",1545 Lougheed Hwy,1545 Lougheed Hwy,V3B1A5,Port Coquitlam,,,,www.poco-inn-and-suites.com,,49.260313,-122.758315,Accommodation,20181201072115,,https://www.facebook.com/PoCoInnandSuites,4539789,Vancouver Coast and Mountains,https://twitter.com/PocoInnSuites,,1459,1236098.0709999998,476958.5610000016
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1754,Coast Tsawwassen Inn,Hotels & Motels;,"1665 - 56 St, Delta, BC",1665 - 56 St,1665 - 56 St,V4L2B2,Delta,,,,,,49.0334822,-123.0692646,Accommodation,20181201072117,,http://www.facebook.com/TheCoastTsawwassenInn,4541119,Vancouver Coast and Mountains,https://twitter.com/TsawwassenInn,,2829,1214507.5779999993,450793.6649999991
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1755,Delta Town & Country Inn,Hotels & Motels;,"6005 Hwy 17A (at Hwy 99), Delta, BC",6005 Hwy 17A (at Hwy 99),6005 Hwy 17A (at Hwy 99),V4K5B8,Delta,,,,www.deltainn.com,,49.1100165,-123.0537025,Accommodation,20181201072118,,https://www.facebook.com/DeltaInnBC,4539791,Vancouver Coast and Mountains,http://twitter.com/DeltaInn,,4135,1215292.2310000001,459334.9680000022
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1756,Inn at The Quay,Hotels & Motels;,"900 Quayside Dr, New Westminster, BC",900 Quayside Dr,900 Quayside Dr,V3M6G1,New Westminster,,,,,,49.200755,-122.910214,Accommodation,20181201072117,,http://www.facebook.com/InnAtTHeQuay,4541020,Vancouver Coast and Mountains,http://twitter.com/InnAtTheQuay,,3317,1225330.9039999982,469852.84500000253
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1757,Best Western Capilano Inn & Suites,Hotels & Motels;,"1634 Capilano Rd, North Vancouver, BC",1634 Capilano Rd,1634 Capilano Rd,V7P3B4,North Vancouver,,,,,,49.32476,-123.121947,Accommodation,20181201072116,,https://www.facebook.com/BWCapilanoInnSuitesNorthVancouver,4541060,Vancouver Coast and Mountains,https://twitter.com/BestWesternNVan,,2259,1209338.5199999996,482969.0220000008
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1758,Lonsdale Quay Hotel,Hotels & Motels;,"123 Carrie Cates Crt, North Vancouver, BC",123 Carrie Cates Crt,123 Carrie Cates Crt,V7M3K7,North Vancouver,,,,,,49.3106708,-123.0808613,Accommodation,20181201072118,,https://www.facebook.com/LonsdaleQuayHotel,4541204,Vancouver Coast and Mountains, ,,3791,1212389.7940000002,481527.10700000264
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1759,Travelodge Vancouver Lions Gate,Hotels & Motels;,"2060 Marine Dr, North Vancouver, BC",2060 Marine Dr,2060 Marine Dr,V7P1V7,North Vancouver,,,,,,49.3254666,-123.1235852,Accommodation,20181201072116,, ,4539763,Vancouver Coast and Mountains, ,,2127,1209216.2400000005,483042.6329999957
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1760,Anmore Camp & RV Park,Campgrounds & RV Parks - Private;,"3230 Sunnyside Rd, Anmore, BC",3230 Sunnyside Rd,3230 Sunnyside Rd,V3H4Y2,Anmore,,,,www.ivancouver.com,,49.321759,-122.85568,Accommodation,20181201072116,,http://www.facebook.com/anmorecamp,4540532,Vancouver Coast and Mountains, ,,1999,1228708.3680000016,483459.6530000018
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1761,Pacific Gateway Hotel at Vancouver Airport,Hotels & Motels;,"3500 Cessna Dr, Richmond, BC",3500 Cessna Dr,3500 Cessna Dr,V7B1C7,Richmond,,,,www.pacificgatewayhotel.com,,49.1908503,-123.14054999999999,Accommodation,20181201072118,,https://www.facebook.com/PacificGatewayHotelVancouver,4539794,Vancouver Coast and Mountains,https://twitter.com/pacgatewayhotel,,3461,1208586.975999999,468047.47499999776
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1762,Holiday Inn Vancouver Airport - Richmond,Hotels & Motels;,"10720 Cambie Rd, Richmond, BC",10720 Cambie Rd,10720 Cambie Rd,V6X1K8,Richmond,,,,,,49.184619999999995,-123.107929,Accommodation,20181201072116,,https://www.facebook.com/HolidayInnVancouverAirport,4540770,Vancouver Coast and Mountains,https://twitter.com/HolidayInnYVR,,2471,1210993.5189999999,467452.5360000022
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1763,Peace Arch RV Park,Campgrounds & RV Parks - Private;,"14601 - 40th Ave, Surrey, BC",14601-40th Ave,14601 - 40th Ave,V3S0L2,Surrey,,,,,,49.0748651,-122.8192277,Accommodation,20181201072117,, ,4540052,Vancouver Coast and Mountains, ,,2615,1232590.0830000008,456175.62900000345
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1764,Best Western PLUS Langley Inn,Hotels & Motels;,"5978 Glover Rd, Langley, BC",5978 Glover Rd,5978 Glover Rd,V3A4H9,Langley,,,,,,49.110906,-122.647137,Accommodation,20181201072117,,https://www.facebook.com/BWPlusLangleyInnLangley,4541208,Vancouver Coast and Mountains, ,,3649,1244975.2909999983,460755.370000002
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1765,2400 Motel,Hotels & Motels;,"2400 Kingsway St, Vancouver, BC",2400 Kingsway St,2400 Kingsway St,V5R5G9,Vancouver,,,,www.2400motel.com,,49.2406666,-123.0561,Accommodation,20181201072118,, ,4539801,Vancouver Coast and Mountains, ,,4333,1214513.710999999,473829.983
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1766,Atrium Inn Vancouver,Hotels & Motels;,"2889 Hastings St E, Vancouver, BC",2889 Hastings St E,2889 Hastings St E,V5K2A1,Vancouver,,,,,,49.281137,-123.044599,Accommodation,20181201072116,, ,4540992,Vancouver Coast and Mountains, ,,2267,1215163.5969999984,478357.7140000006
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1767,Budget Inn Patricia Hotel,Hotels & Motels;,"403 Hastings St E, Vancouver, BC",403 Hastings St E,403 Hastings St E,V6A1P6,Vancouver,,,,http://www.patriciahotel.ca,,49.281223,-123.093701,Accommodation,20181201072118,,https://www.facebook.com/PatriciaHotelVancouver,4539812,Vancouver Coast and Mountains,https://twitter.com/patricia_hotel,,3469,1211590.4320000003,478219.260999999
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1768,Coast Vancouver Airport Hotel,Hotels & Motels;,"1041 SW Marine Dr, Vancouver, BC",1041 Southwest Marine Dr,1041 SW Marine Dr,V6P6L6,Vancouver,,,,www.coasthotels.com,,49.2045434,-123.130905,Accommodation,20181201072116,,https://www.facebook.com/coasthotels,4541201,Vancouver Coast and Mountains,http://twitter.com/coasthotels,,2393,1209228.5210000002,469596.0080000004
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1769,Holiday Inn Vancouver - Centre (Broadway),Hotels & Motels;,"711 W Broadway, Vancouver, BC",711 W Broadway,711 W Broadway,V5Z3Y2,Vancouver,,,,www.hivancouver.com,,49.263289,-123.120213,Accommodation,20181201072118,,https://www.facebook.com/hivancouvercentre,4539804,Vancouver Coast and Mountains,https://twitter.com/hivancouver,,4121,1209742.3599999992,476149.31900000013
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1770,Park Inn & Suites Hotel by Radisson,Hotels & Motels;,"898 W Broadway, Vancouver, BC",898 W Broadway,898 W Broadway,V5Z1J8,Vancouver,,,,www.parkinn.com/hotel-vancouverca,,49.2632284,-123.123958,Accommodation,20181201072117,,http://www.facebook.com/ParkInnandSuitesVancouverBroadway,4539803,Vancouver Coast and Mountains,http://twitter.com/parkinnvan,,2901,1209470.0260000003,476131.5030000014
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1771,Best Western Plus Chateau Granville Hotel & Suites & Conference Centre,Hotels & Motels;,"1100 Granville St, Vancouver, BC",1100 Granville St,1100 Granville St,V6Z2B6,Vancouver,,,,www.chateaugranville.com,,49.277324,-123.125935,Accommodation,20181201072116,,https://www.facebook.com/ChateauGranvilleHotel,4539813,Vancouver Coast and Mountains,http://twitter.com/chateaugranvill,,2457,1209262.5460000006,477690.57199999504
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1772,Best Western Plus Sands Hotel,Hotels & Motels;,"1755 Davie St, Vancouver, BC",1755 Davie St,1755 Davie St,V6G1W5,Vancouver,,,,,,49.286727,-123.14101,Accommodation,20181201072118,,http://www.facebook.com/BestWesternPlusSandsHotel,4539757,Vancouver Coast and Mountains,https://twitter.com/bwsandshotel,,3835,1208123.3389999997,478690.0899999961
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1773,Blue Horizon Hotel,Hotels & Motels;,"1225 Robson St, Vancouver, BC",1225 Robson St,1225 Robson St,V6E1C3,Vancouver,,,,www.bluehorizonhotel.com,,49.286317999999994,-123.127425,Accommodation,20181201072118,,https://www.facebook.com/pages/Blue-Horizon-Hotel/276299255762991,4541172,Vancouver Coast and Mountains,https://twitter.com/BlueHorizonVan,,4099,1209113.5760000001,478684.71499999426
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1774,Buchan Hotel,Hotels & Motels;,"1906 Haro St, Vancouver, BC",1906 Haro St,1906 Haro St,V6G1H7,Vancouver,,,,,,49.291911999999996,-123.138355,Accommodation,20181201072118,,https://www.facebook.com/pages/The-Buchan-Hotel/241723849182277,4539758,Vancouver Coast and Mountains, ,,3855,1208293.224,479273.5669999998
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1775,Coast Plaza Hotel & Suites,Hotels & Motels;,"1763 Comox St, Vancouver, BC",1763 Comox St,1763 Comox St,V6G1P6,Vancouver,,,,www.CoastPlazaHotelAndSuites.com,,49.288179,-123.139038,Accommodation,20181201072117,,https://www.facebook.com/Coast-Plaza-Hotel-Suites-251612434891538/,4540536,Vancouver Coast and Mountains, ,,2559,1208260.2959999996,478857.09899999946
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1776,Georgian Court Hotel,Hotels & Motels;,"773 Beatty St, Vancouver, BC",773 Beatty St,773 Beatty St,V6B2M4,Vancouver,,,,www.georgiancourt.com,,49.2779347,-123.11347,Accommodation,20181201072115,,http://www.facebook.com/GeorgianCourtHotel,4539810,Vancouver Coast and Mountains,http://twitter.com/GeorgianCourtHT,,1463,1210166.861999999,477795.29999999795
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1777,Granville Island Hotel,Hotels & Motels;,"1253 Johnston St, Vancouver, BC",1253 Johnston St,1253 Johnston St,V6H3R9,Vancouver,,,,,,49.269936,-123.13227,Accommodation,20181201072116,,https://www.facebook.com/GranvilleIslandHotel,4539805,Vancouver Coast and Mountains,http://twitter.com/GI_hotel,,1629,1208834.788000001,476851.6309999991
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1778,Hyatt Regency Vancouver,Hotels & Motels;,"655 Burrard St, Vancouver, BC",655 Burrard St,655 Burrard St,V6C2R7,Vancouver,,,,hyattregencyvancouver.com,,49.284687999999996,-123.12058999999999,Accommodation,20181201072117,,http://www.facebook.com/hyattvancouver,4539822,Vancouver Coast and Mountains,http://twitter.com/hyattvancouver,,2629,1209618.2320000008,478523.95999999717
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1779,"Residence Inn by Marriott, Vancouver Downtown",Hotels & Motels;,"1234 Hornby St, Vancouver, BC",1234 Hornby St,1234 Hornby St,V6Z1W2,Vancouver,,,,www.marriott.com/yvrdr,,49.277767999999995,-123.129136,Accommodation,20181201072117,, ,4540389,Vancouver Coast and Mountains, ,,2609,1209027.6060000001,477730.4089999972
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1780,"Metropolitan Hotel, Vancouver",Hotels & Motels;,"645 Howe St, Vancouver, BC",645 Howe St,645 Howe St,V6C2Y9,Vancouver,,,,www.metropolitan.com/vanc/,,49.2838735,-123.1182136,Accommodation,20181201072116,,http://www.facebook.com/metropolitan.hotels,4539816,Vancouver Coast and Mountains,http://twitter.com/MetHotels,,2371,1209794.819,478440.56600000523
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1781,Pan Pacific Vancouver,Hotels & Motels;,"300 - 999 Canada Pl, Vancouver, BC",300 - 999 Canada Pl,300 - 999 Canada Pl,V6C3B5,Vancouver,,,,www.panpacificvancouver.com,,49.2879091,-123.11332999999999,Accommodation,20181201072117,,http://www.facebook.com/panpacificvancouver,4541203,Vancouver Coast and Mountains,https://twitter.com/panpacificvan,,3315,1210131.8690000013,478903.101999999
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1782,Pinnacle Hotel Harbourfront Hotel,Hotels & Motels;,"1133 Hastings St W, Vancouver, BC",1133 Hastings St W,1133 Hastings St W,V6E3T3,Vancouver,,,,www.pinnacleharbourfronthotel.com,,49.288266,-123.120785,Accommodation,20181201072116,,https://www.facebook.com/pinnacle.vancouver,4539824,Vancouver Coast and Mountains,https://twitter.com/pinnaclevan,,2155,1209587.8780000014,478920.62699999753
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1783,Sunset Inn & Suites,Hotels & Motels;,"1111 Burnaby St, Vancouver, BC",1111 Burnaby St,1111 Burnaby St,V6E1P4,Vancouver,,,,,,49.279886999999995,-123.132694,Accommodation,20181201072117,,https://www.facebook.com/SunsetInnVancouver,4539825,Vancouver Coast and Mountains,https://twitter.com/sunset_inn,,2851,1208759.1559999993,477955.16800000146
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1784,Sutton Place Hotel,Hotels & Motels;,"845 Burrard St, Vancouver, BC",845 Burrard St,845 Burrard St,V6Z2K6,Vancouver,,,,,,49.282734,-123.123592,Accommodation,20181201072117,,http://www.facebook.com/suttonplacehotel,4541202,Vancouver Coast and Mountains,http://twitter.com/suttonplacehtl,,3195,1209408.6290000011,478298.13500000257
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1785,Sylvia Hotel,Hotels & Motels;,"1154 Gilford St, Vancouver, BC",1154 Gilford St,1154 Gilford St,V6G2P6,Vancouver,,,,sylviahotel.com,,49.288714999999996,-123.14256499999999,Accommodation,20181201072117,,https://www.facebook.com/pages/Sylvia-Hotel-Restaurant-and-Lounge/232001800174464,4539760,Vancouver Coast and Mountains,http://twitter.com/sylviahotel,,2881,1208001.2890000013,478906.2390000066
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1786,Wedgewood Hotel & Spa,Hotels & Motels;,"845 Hornby St, Vancouver, BC",845 Hornby St,845 Hornby St,V6Z1V1,Vancouver,,,,www.wedgewoodhotel.com,,49.282064,-123.12257199999999,Accommodation,20181201072116,,http://www.facebook.com/WedgewoodHotel,4539817,Vancouver Coast and Mountains,https://twitter.com/wedgewoodhotel,,2131,1209485.871,478226.768000002
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1787,The Westin Bayshore Vancouver,Hotels & Motels;,"1601 Bayshore Dr, Vancouver, BC",1601 Bayshore Dr,1601 Bayshore Dr,V6G2V4,Vancouver,,,,,,49.291627999999996,-123.129335,Accommodation,20181201072118,,http://www.facebook.com/westinbayshore,4540607,Vancouver Coast and Mountains,http://twitter.com/westinbayshore,,4287,1208950.6919999998,479268.6179999998
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1788,YWCA Hotel,Hotels & Motels;,"733 Beatty St, Vancouver, BC",733 Beatty St,733 Beatty St,V6B2M4,Vancouver,,,,,,49.278014,-123.113261,Accommodation,20181201072118,,http://www.facebook.com/ywcahotelvancouver,4539823,Vancouver Coast and Mountains,http://twitter.com/ywcahotel,,4305,1210181.7119999994,477804.7240000032
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1789,Pacific Inn Resort & Convention Centre,Hotels & Motels;,"1160 King George Hwy, Surrey, BC",1160 King George Hwy,1160 King George Hwy,V4A4Z2,Surrey,,,,www.pacificinnconference.com,,49.023419999999994,-122.766123,Accommodation,20181201072117,,https://www.facebook.com/pages/Pacific-Inn-Resort-Hotel-Conference-Centre/165638903487041,4540976,Vancouver Coast and Mountains,https://twitter.com/PIResorts,,2645,1236731.5670000005,450643.23399999645
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1790,Buena Vista by the Sea,Hotels & Motels;,"3285 Island Hwy W, Qualicum Beach, BC",3285 Island Hwy W,3285 Island Hwy W,V9K2C6,Qualicum Beach,,,,,,49.3597349,-124.4716872,Accommodation,20181201072115,,https://www.facebook.com/BuenaVistaInn,4539882,Vancouver Island, ,,1457,1111101.6930000004,483799.0080000004
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1791,Belle Neige Suites: Whistler,Vacation Rentals;,"8597 Drifter Way, Whistler, BC",8597 Drifter Way,8597 Drifter Way,V0N1B8,Whistler,,,,www.whistlersuites.net,,50.147604,-122.96988400000001,Accommodation,20181201072116,,https://www.facebook.com/BelleNeigeSuitesWhistler,4540787,Vancouver Coast and Mountains, ,,2183,1216477.5280000013,574837.1329999985
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1792,Hearthstone Lodge by Bear Country,Hotels & Motels;,"3170 Creekside Way, Sun Peaks Resort, BC",47 - 6005 Valley Dr,3170 Creekside Way,V0E5N0,Sun Peaks Resort,,,,www.sunpeakscondos.com,,50.884097,-119.8128545,Accommodation,20181201072118,,http://www.facebook.com/BearCountry,4540236,Thompson Okanagan,https://twitter.com/sunpeakscondos,,4131,1434439.0289999982,671173.7290000003
Destination BC,accommodationServices,Accommodation services,HelloBC Accomodations Listing,1793,The Listel Hotel Whistler,Hotels & Motels;,"4121 Village Green, Whistler, BC",4121 Village Green,4121 Village Green,V0N1B4,Whistler,,,,www.listelhotel.com,,50.1139808,-122.95732,Accommodation,20181201072118,,https://www.facebook.com/thelistelhotelwhistler,4541100,Vancouver Coast and Mountains,https://twitter.com/ListelWhistler,,3993,1217535.295,571138.5590000022
