licence number,establishment name,location address line 1,location address line 2,location address city,location postal code,licence type,licence sub type,capacity
213040,Libra Room Cafe,1608 Commercial Dr,,VANCOUVER,V5L3Y4,Food Primary,,102
301409,Library Square Public House,330 West Georgia Street,,VANCOUVER,V6B6B4,Liquor Primary,,272
195463,Licensed Liquor Store (Island Hwy South),10  1273 Island Hwy South,,NANAIMO,V9R7A4,Licensee Retail Store,,
195390,Licensed Liquor Store (Rutherford Road),129  4750 Rutherford Road,,NANAIMO,V9T4K6,Licensee Retail Store,,
195321,Licensed Liquor Store (University Village),# 400 - 530  5th Street,,NANAIMO,V9R1P1,Licensee Retail Store,,
195416,Licensed Retail Liquor Store,1520 Omineca St,,HAZELTON,V0J1Y0,Licensee Retail Store,,
192949,Lickman Liquor Store,43971 A Industrial Way,,CHILLIWACK,V2R3A4,Licensee Retail Store,,
302293,Lifford Wine & Spirits Inc.,,,,,Agent,,
43039,Lift Bar & Grill,"Room 3417, Level 3 International Departures ",,RICHMOND,V7B1Y7,Liquor Primary,,297
301251,Lift Bar Grill View,333 Menchions Mews,,VANCOUVER,V6G2V4,Liquor Primary,,65
307303,Lift Breakfast Bakery,101 Lonsdale Ave,,NORTH VANCOUVER,V7M2E7,Food Primary,,64
302029,Lift Coffee Company,223-4293 Mountain Square,,WHISTLER,V0N1B4,Food Primary,,136
301250,Lift Grill,333 Menchions Mews,,VANCOUVER,V6G3H5,Food Primary,,256
107741,Lighthouse Bistro & Pub,Sea Plane Terminal,50 Anchor Way,NANAIMO,V9R7B5,Food Primary,,222
107757,Lighthouse Bistro & Pub,Sea Plane Terminal,50 Anchor Way,NANAIMO,V9R7B5,Liquor Primary,,95
300209,Lighthouse Brewing Company,"Unit 2, 836 Devonshire Road",,VICTORIA,V9A4T4,Manufacturer,Brewery,0
308717,Lighthouse Co-Packing,2-836 Devonshire Road,,ESQUIMALT,V9A4T4,Manufacturer,Distillery - Co-Packer,0
306576,Lighthouse Fresh and Tasty,118 - 17433  56th Avenue,,SURREY,V3S2X6,Food Primary,,30
193707,Lighthouse Liquor Store,5580 Wharf Street,,SECHELT,V0N3A0,Licensee Retail Store,,
125184,Lighthouse Pub,5764 Wharf Road,,SECHELT,V0N3A0,Liquor Primary,,262
308016,Lightning Rock Winery ,6611 Giants Head Rd.,,SUMMERLAND,V0H1Z7,Manufacturer,Winery,0
32179,Likely Lodge Ltd,LIKELY ST,,LIKELY,V0L1N0,Liquor Primary,,145
308270,Lil Roadie Grill,385 Nimpkish Drive ,,GOLD RIVER,V0P1G0,Food Primary,,29
306047,Lil T's Cafe,2905 Highway Dr.,,TRAIL,V1R2T2,Food Primary,,53
308128,Lil' Ronnie's Beachside BBQ,1101 Pacific Rim Hwy,,TOFINO,V0R2Z0,Food Primary,,205
130613,Lillooet Inn Restaurant,687 Main St,,LILLOOET,V0K1V0,Food Primary,,76
179769,Lillooet's Cookhouse Restaurant,690 MAIN ST,,LILLOOET,V0K1V0,Food Primary,,188
308791,Lillooet's Wheelhouse Diner,824 South Main St,,LILLOOET,V0K1V0,Food Primary,,66
303125,Lin Chinese Cuisine and Tea House,1537 W Broadway,,VANCOUVER,V6J1W6,Food Primary,,65
169724,Lin Heung Restaurant,120-3749 Shelbourne St,,VICTORIA,V8P5N4,Food Primary,,50
306229,Linh Cafe,2836 West 4th Ave,,VANCOUVER,V6K1R2,Food Primary,,20
109891,Link's Pub & Grill,4613 47th Ave NE,,CHETWYND,V0C1J0,Liquor Primary,,118
307528,Lion Hot Pot,1356 Marine Dr.,,NORTH VANCOUVER,V7P1T4,Food Primary,,54
117435,Lion's Head Smoke & Brew Pub (The),2629 Broadwater Rd,,ROBSON,V0G1X0,Liquor Primary,,139
304941,Lions Bay General Store and Cafe,350 Centre Rd.,,LIONS BAY,V0N2E0,Food Primary,,78
300396,Liquid Assets Inc.,,,,,Agent,,
200533,Liquid Zoo Show Lounge,274 Lawrence Avenue,,KELOWNA,V1Y6L3,Liquor Primary,,450
304894,Liquidity Wines,4720 Allendale Rd,,OKANAGAN FALLS,V0H1R2,Manufacturer,Winery,0
308670,Liquor Artisan Inc.,,,,,Agent,,
192675,Liquor Barn,4125 Hastings St,,BURNABY,V5C2J5,Licensee Retail Store,,
195255,Liquor Depot,104 3510 Blanshard Street,,SAANICH,V8X1W3,Licensee Retail Store,,
195210,Liquor Depot,150- 525 Hwy 97 S,,KELOWNA,V1Z4C9,Licensee Retail Store,,
192097,Liquor Depot ,701 - 15970 Fraser Hwy,,SURREY,V4N0X8,Licensee Retail Store,,
195287,Liquor Depot (Chilliwack),10 45850 Yale Road,,CHILLIWACK,V2P2N9,Licensee Retail Store,,
192261,Liquor Depot (Kelowna),15 - 590 Highway 33 W,,KELOWNA,V1X6A8,Licensee Retail Store,,
195172,Liquor Depot (Kelowna),"Unit D220, 2339 Highway 97 North",,KELOWNA,V1Y6N6,Licensee Retail Store,,
192436,Liquor Depot (Langford),2835 Bryn Maur Road,,LANGFORD,V9B2X4,Licensee Retail Store,,
192493,Liquor Depot (Parksville),Unit 1 160 Corfield St,,PARKSVILLE,V9P1T9,Licensee Retail Store,,
195486,Liquor Depot (Point Grey),3338 West Broadway,,VANCOUVER,V6R2B2,Licensee Retail Store,,
193012,Liquor Depot (Port Alberni),5086 Johnston Road,,PORT ALBERNI,V9Y5L7,Licensee Retail Store,,
191982,Liquor Depot (Prince George),2324  2150 Ferry Ave,,PRINCE GEORGE,V2N0B1,Licensee Retail Store,,
191933,Liquor Depot (Surrey),9500 120th Street,,SURREY,V3V4C1,Licensee Retail Store,,
191636,Liquor Depot (Valleyview),8  2101 East Trans Canada Highway,,KAMLOOPS,V2C4A6,Licensee Retail Store,,
195461,Liquor Depot (Vernon),#200 - 2401  58th Ave,,VERNON,V1T9T2,Licensee Retail Store,,
195445,Liquor Depot At Crossroads ,"Building D, 6950 Island Hwy N",,NANAIMO,V9R1W3,Licensee Retail Store,,
195362,Liquor Depot Lansdowne Centre,868-5300 No. 3 Road,,RICHMOND,V6X2X9,Licensee Retail Store,,
191750,Liquor Depot at 88 Avenue ,12499 88th Avenue,,SURREY,V3W3H7,Licensee Retail Store,,
195364,Liquor Depot at Cambie,3415 Cambie Street,,VANCOUVER,V5Z2W7,Licensee Retail Store,,
195442,Liquor Depot at Coquitlam,"25, D  2773 Barnet Highway",,COQUITLAM,V3B1C2,Licensee Retail Store,,
192006,Liquor Depot at Duffy's,1380 Hillside Drive,,KAMLOOPS,V2E2N1,Licensee Retail Store,,
193335,Liquor Depot at Duncan,3287 Cowichan Lake Rd,,DUNCAN,V8L4C1,Licensee Retail Store,,
194267,Liquor Depot at Ladysmith,1010  1st Ave,,LADYSMITH,V0R2E0,Licensee Retail Store,,
195317,Liquor Depot at North Shore,1050  8th St,,KAMLOOPS,V2B2X8,Licensee Retail Store,,
195164,Liquor Depot at Vintage,102  3000 Louie Drive,,West Kelowna,V4T2P4,Licensee Retail Store,,
195295,Liquor Depot at Westbank,100  3645 Gosset Road,,West Kelowna,V4T2N8,Licensee Retail Store,,
195180,Liquor Discounter,101- 14357 104th Ave,,SURREY,V3R1Y1,Licensee Retail Store,,
195270,Liquor Discounter (Scott Road),8473 120th Street,,DELTA,V4C6R2,Licensee Retail Store,,
195495,Liquor Express,3080 Comox Road,,COMOX,V9N3P8,Licensee Retail Store,,
195344,Liquor Express (Esquimalt) ,#12 - 1153 Esquimalt Road,,ESQUIMALT,V9A3N7,Licensee Retail Store,,
192725,Liquor Express on Yates,759 Yates Street,,VICTORIA,V8W1L6,Licensee Retail Store,,
195451,Liquor For Less . com,1 - 34252 Marshall Road,,ABBOTSFORD,V2S1L9,Licensee Retail Store,,
195090,Liquor Giant,32131 Marshall Road,,ABBOTSFORD,V2T1A3,Licensee Retail Store,,
191289,Liquor Landmark,105/106C - 13631 80th Avenue,,SURREY,V3W2C3,Licensee Retail Store,,
195426,Liquor Mart ,104-12877 80th Avenue,,SURREY,V3S4E9,Licensee Retail Store,,
192147,Liquor Mart  ,1408 East 57th Ave,,VANCOUVER,V5P2A9,Licensee Retail Store,,
195465,Liquor Mart (Cedar Hills) 128th Street,102A - 10216 128th Street,,SURREY,V3T2Z3,Licensee Retail Store,,
193392,Liquor Mart - South Surrey,1763 King George Boulevard,,SURREY,V4A4Z9,Licensee Retail Store,,
195289,Liquor Planet,2317 Millstream Road,,VICTORIA,V9B3R4,Licensee Retail Store,,
195228,Liquor Plus,133- 5325 Cordova Bay Rd,,VICTORIA,V8Y2L3,Licensee Retail Store,,
195469,Liquor Plus ,2579 Cadboro Bay Road,,VICTORIA,V8R5J2,Licensee Retail Store,,
195305,Liquor Plus (Quadra Ave),603-3991 Quadra Ave,,SAANICH,V8X1J8,Licensee Retail Store,,
195322,Liquor Plus (West Saanich Road),4468 West Saanich Road,,SAANICH,V8Z3E9,Licensee Retail Store,,
195190,Liquor Quicker,E - 1215  56th St,,DELTA,V4L2A6,Licensee Retail Store,,
195300,Liquor Store,105-19228 96 AVE  ,,SURREY,V4N4C1,Licensee Retail Store,,
195457,Liquor Store,1485  5th Ave,,VALEMOUNT,V0E2Z0,Licensee Retail Store,,
195299,Liquor Store,2733 Commercial Drive,,VANCOUVER,V5N4C5,Licensee Retail Store,,
193285,Liquor Store ,321 Paul St,,KAMLOOPS,V2C5R8,Licensee Retail Store,,
195288,Liquor Store  (Kelowna),1928 Summit Drive,,KELOWNA,V1V3E9,Licensee Retail Store,,
195346,Liquor Store 'N' More,1675 Central Avenue,,GRAND FORKS,V0H1H0,Licensee Retail Store,,
193137,Liquor Store (Delta),6955 120th Street,,DELTA,V4E2A8,Licensee Retail Store,,
191511,Liquor Store (Esquimalt),533 Admirals Road,,ESQUIMALT,V9A2N5,Licensee Retail Store,,
192956,Liquor Store (Sechelt),Unit 5 - 4330 Sunshine Coast Highway,,SECHELT,V0N3A1,Licensee Retail Store,,
195373,Liquor Store (Vancouver),6542 Victoria Drive,,VANCOUVER,V5P3X9,Licensee Retail Store,,
191255,Liquor Store Sardis,1000 - 45610 Luckakuck Rd ,,CHILLIWACK,V2R1A2,Licensee Retail Store,,
195424,Liquor Town,Unit 120 - 8180 Number 2 Road ,,RICHMOND,V7C5K1,Licensee Retail Store,,
195458,Liquor Warehouse,1114 Queen St,,SMITHERS,V0J2N0,Licensee Retail Store,,
191875,Liquor Warehouse,1125 Park Ave,,PRINCE RUPERT,V8J1K2,Licensee Retail Store,,
191123,Liquor Warehouse Foothills,4182 15th Ave,,PRINCE GEORGE,V2M1V8,Licensee Retail Store,,
194721,Liquor at the Ramada,444 George St,,PRINCE GEORGE,V2L1R6,Licensee Retail Store,,
192212,Liquor for Less.com - 216 & Fraser HWY.,100-21615 Fraser Highway,,LANGLEY,V3A4H1,Licensee Retail Store,,
195398,Liquor for Less.com - Glenn Mountain ,102-2618 McMillan Road,,ABBOTSFORD,V3G1C4,Licensee Retail Store,,
195414,Liquor for Less.com-Ellwood ,#1-31205 Maclure Road,,ABBOTSFORD,V2T5E5,Licensee Retail Store,,
195443,Liquor on 5th,460 Ospika Boulevard,,PRINCE GEORGE,V2M3R3,Licensee Retail Store,,
195473,Liquor on the Hart,4327 Nordic Drive,,PRINCE GEORGE,V2K3B2,Licensee Retail Store,,
306271,Lisa's Lakehouse Seafood & Spirits,1659 Christina Frontage Rd.,,CHRISTINA LAKE,V0H1E0,Food Primary,,133
115993,Listel Whistler Hotel,4121 Village Green,,WHISTLER,V0N1B4,Liquor Primary,,190
116358,Listel Whistler Hotel,4121 Village Green,,WHISTLER,V0N1B4,Food Primary,,322
304027,Little Bear Golf Course Restaurant,872B Waterloo Road,,CASTLEGAR,V1N4K8,Food Primary,,150
303162,Little Billy's Steakhouse,6785 Hastings St,,BURNABY,V5B1S6,Food Primary,,50
305539,Little Bird Dim Sum ,2958 4th Ave W,,VANCOUVER,V6K1R4,Food Primary,,50
307050,Little Buddy Kitchen,1085-8580 Alexandra Rd.,,RICHMOND,V6X4B3,Food Primary,,30
300677,Little Cockatoo Cafe Restaurant,7548 Edmonds Street,,BURNABY,V3N1B4,Food Primary,,50
305897,Little Creek Grill,117 Bridge Street,,PRINCETON,V0X1W0,Food Primary,,104
307105,Little Donkey Food & Drink,121 9220 Glover Rd.,,FORT LANGLEY,V1M2S1,Food Primary,,31
306949,Little Engine Wines Ltd.,851 Naramata Road,,PENTICTON,V2A8V2,Manufacturer,Winery,0
305606,Little Farm Winery,2155 Newton Road,,CAWSTON,V0X1C1,Manufacturer,Winery,0
180450,Little Greek Restaurant,1 - 19110 96 Avenue,,SURREY,V4N3R3,Food Primary,,48
301323,Little Hut Curry,4623 Marine Ave,,POWELL RIVER,V8A2K8,Food Primary,,49
210054,Little Italy Market & Deli,3105 35 Ave,,VERNON,V1T2T2,Food Primary,,10
301598,Little Japan Sushi Restaurant,105 - 33643 Marshall Road,,ABBOTSFORD,V2S1L4,Food Primary,,40
308020,Little Juke,1074 Davie St.,,VANCOUVER,V6E1M3,Food Primary,,30
158136,Little Jumbo,102 - 506 FORT ST,,VICTORIA,V8W1E6,Food Primary,,60
306232,Little June,1301 Gladstone Ave,,VICTORIA,V8R1R9,Food Primary,,40
162053,Little Mexico Cantina,150-3131 Chatham Street,,RICHMOND,V7E2Y4,Food Primary,,97
302823,Little Minh's,7533 Market Crossing,,BURNABY,V5J0A3,Food Primary,,72
191073,Little Mountain Liquor Store,1 - 9701 Menzies Street,,CHILLIWACK,V2P5Z6,Licensee Retail Store,,
303656,Little Mountain Sushi,102-46675 Yale Rd E,,CHILLIWACK,V2P2R8,Food Primary,,96
308314,Little Saigon,160-1828 McCallum Rd,,ABBOTSFORD,V2S0H9,Food Primary,,50
304140,Little Saigon,33766 Essendene Ave.,,ABBOTSFORD,V2S2H2,Food Primary,,50
302283,Little Saigon Vietnamese Cuisine,#322 - 32555 London Avenue,,MISSION,V2V6M7,Food Primary,,28
117503,Little Skewer Bar,1871 Oak Bay Ave,,VICTORIA,V8R1C6,Food Primary,,50
300154,Little Straw Vineyards Estate Winery,2815 Ourtoland Road,,West Kelowna,V1Z2H7,Manufacturer,Winery,0
303988,Little Thai Place,110-4480 West Saanich Rd.,,VICTORIA,V8Z3E9,Food Primary,,50
302479,Little Thai Place,1839 Cook St.,,VICTORIA,V8T3P5,Food Primary,,25
300630,Little Thai Place,3613 Shelbourne Street,,VICTORIA,V8P4H1,Food Primary,,24
303553,Little White House Salon Cafe,9090 Glover Rd.,,FORT LANGLEY,V1M2R4,Food Primary,,45
52216,Little Yunnan Restaurant ,546 Fisgard Street,,VICTORIA,V8W1R4,Food Primary,,77
304242,Liu Yi Shou Hot Pot Restaurant,150 - 4731 Garden City Rd,,RICHMOND,V6X3M7,Food Primary,,115
189803,Liu Yi Shou Hot Pot Restaurant - Robson,1542 Robson Street,,VANCOUVER,V6G1C2,Food Primary,,100
179329,Live Bait Yacht & Marine Pub,1583 Coal Harbour Quay,,VANCOUVER,V6G3E7,Liquor Primary,,65
307075,Live Oak Wine Merchants Ltd.,,,,,Agent,,
308201,Livia,1399 Commercial Drive,,VANCOUVER,V5L3X5,Food Primary,,53
308410,Living Room Cafe,116 & 120-3787 Canada Way,,BURNABY,V5G1G5,Food Primary,,48
307423,Liziba Chongqing Chicken Pot,103-4501 Kingsway ,,BURNABY,V5H0E5,Food Primary,,102
303777,Loaf Bakery & Cafe,641 2nd Ave,,FERNIE,V0B1M0,Food Primary,,66
305182,Loaves and Fishes,591 Lawrence Ave,,KELOWNA,V1Y6L8,Wine Store,Sacramental Wine Store,
303663,Local Public Eatery,2210 Cornwall Ave,,VANCOUVER,V6K1B5,Food Primary,,238
200251,Local Public Eatery ,3 Alexander Street,,VANCOUVER,V6A1B2,Food Primary,,304
301604,Locals - Food from the Heart of the Island,1760 Riverside Lane ,,COURTENAY,V9N8C7,Food Primary,,149
304907,Lock & Worth Winery,"RR 1 S14 C13, , BC ",,NARAMATA,V2A8T6,Manufacturer,Winery,0
181301,Locus Cafe,4121 Main St,,VANCOUVER,V5V3P6,Food Primary,,67
303107,Loden Vancouver,1177 Melville Street,,VANCOUVER,V6E2X5,Liquor Primary,,45
303115,Loden Vancouver,1177 Melville Street,,VANCOUVER,V6E2X5,Food Primary,,113
195238,"Logan Lake Cold Beer, Wine & Liquor Store",111 Chartrand Avenue,,LOGAN LAKE,V0K1W0,Licensee Retail Store,,
101048,Logan Lake Lodge,111 Chartrand Avenue,,LOGAN LAKE,V0K1W0,Liquor Primary,,125
303215,Logan's Mini Brew,101/105 2203 Dartmouth Dr.,,PENTICTON,V2A9E3,UBrew/UVin,,
300061,Logans,1821 Cook Street,,VICTORIA,V8T3P5,Liquor Primary,,170
195149,"Logans Cold Beer, Wine & Liquor Store",1821 Cook Street,,VICTORIA,V8T3P5,Licensee Retail Store,,
125651,Loghouse Pub ,2323 MILLSTREAM RD,,LANGFORD,V9B3R4,Liquor Primary,,217
301407,Lok's Chinese Seafood Restaurant,2436 West 41st Avenue,,VANCOUVER,V6M2A7,Food Primary,,62
307379,Loka Middle Eastern Mediterranean Bistro,449 Baker St,,NELSON,V1L4H7,Food Primary,,37
308816,Loki's Garage,84-52 Front St,,PENTICTON,V2A1H1,Food Primary,,74
306127,Loku Japanese Cuisine,2280 Commercial Dr.,,VANCOUVER,V5N4B5,Food Primary,,32
308397,Lola International Ltd.,,,,,Agent,,
114942,Lombardo's Restaurant,120 - 1641 Commercial Dr,,VANCOUVER,V5L3Y3,Food Primary,,58
4445,London Public House,700 Main Street,,VANCOUVER,V6A2V7,Liquor Primary,,196
302541,Lone Tree Cellars Ltd,,,,,Agent,,
306547,Lonestar Night Club,Suite 105,1100 Alaska Avenue,DAWSON CREEK,V1G4V8,Liquor Primary,,285
119118,Lonestar Nightlife ,9830  100th Ave,,FORT ST. JOHN,V1J1Y5,Liquor Primary,,296
306036,Lonetree Cidery,965 McGill Place,,KAMLOOPS,V2C6N9,Manufacturer,Winery,0
111701,Long Beach Golf Course Clubhouse,Grice Bay Raod & Pacific Rim Hwy,,UCLUELET,V0R3A0,Liquor Primary,,28
111716,Long Beach Golf Course Clubhouse,Grice Bay Raod & Pacific Rim Hwy,,UCLUELET,V0R3A0,Food Primary,,152
308746,Long Cap Liquor,120 - 1037 Auckland Street,,NEW WESTMINSTER,V3L1M7,Manufacturer,Distillery,0
214971,Long John's Pub,Silver Star Mountain,139 Main St,VERNON,V1B3M1,Liquor Primary,,36
301602,Long John's Restaurant,Silver Star Mountain,139 Main Street,VERNON,V1B3M1,Food Primary,,86
305233,Long Table Distillery,1451 Hornby Street,,VANCOUVER,V6Z1W8,Manufacturer,Distillery,0
39719,Longhorn Pub,4513 25TH Ave.,,VERNON,V1T1P5,Liquor Primary,,186
116363,Longkai Restaurant,105 2228 McAllister Ave,,PORT COQUITLAM,V3C2A5,Food Primary,,140
305630,Longtail Kitchen,116-810 Quayside Dr,,NEW WESTMINSTER,V3M6B9,Food Primary,,39
300172,Longwood Brew Pub,5775 Turner Road,,NANAIMO,V9T6L8,Manufacturer,Brewery,0
205793,Longwood Brew Pub & Restaurant,5775 Turner Road,,NANAIMO,V9T6L8,Liquor Primary,,150
205820,Longwood Brew Pub & Restaurant,5775 Turner Road,,NANAIMO,V9T6L8,Food Primary,,122
305199,Longwood Brewery,101 & 102 2046 Boxwood Road,,NANAIMO,V9S5W7,Manufacturer,Brewery,0
195423,Longwood Liquor Store,5775 TURNER RD,,NANAIMO,V9T6L8,Licensee Retail Store,,
304177,Lonsdale Bridgedeck Kitchen & Taps,1211 Lonsdale Ave.,,NORTH VANCOUVER,V7M2H5,Food Primary,,67
111297,Lonsdale Quay Hotel,123 Carrie Cates Court,,NORTH VANCOUVER,V7M3K7,Liquor Primary,,23
111302,Lonsdale Quay Hotel,123 Carrie Cates Court,,NORTH VANCOUVER,V7M3K7,Food Primary,,293
304405,Lorenz Agave Spirits Inc.,,,,,Agent,,
304692,Los Cuervos Taqueria and Cantina,603 Kingsway,,VANCOUVER,V5T3K5,Food Primary,,51
302158,Los Huesos Restaurant,2918 30th Avenue,,VERNON,V1T2B7,Food Primary,,91
302315,Lost Boys Cafe ,5339 Ski Hill Road,,FERNIE,V0B1M6,Food Primary,,148
308371,Lost Horn Mediterranean Grill,1-2424 Main St,,West Kelowna,V4T1P6,Food Primary,,349
306989,Lot 1 Pasta Bar,204-815 Cloverdale Ave,,VICTORIA,V8X2S8,Food Primary,,105
308013,Lot 185 Cafe and Wine Bar,78 - 1055 Canada Place,(Burrard Landing near Thurlow),VANCOUVER,V6C0C3,Liquor Primary,,80
49879,Lotus Inn Restaurant,512 Tranquille Rd,,KAMLOOPS,V2B3H4,Food Primary,,314
303377,Lotus Restaurant,8939 - 120 Street,,DELTA,V4C6R6,Food Primary,,78
305070,Lotus The Place for Pho Lovers,4131 No. 5 Road,,RICHMOND,V6X2T9,Food Primary,,132
307944,Loud Mouth Brewing Co.,140-2582 Mt Lehman Road,,ABBOTSFORD,V4X2N3,Manufacturer,Brewery,0
195230,Lougheed Liquor Store,13 - 19040 Lougheed Hwy,,PITT MEADOWS,V3Y2N6,Licensee Retail Store,,
37376,Lougheed Village Bar and Grill,9304 Salish Court,,BURNABY,V3J1M9,Liquor Primary,,356
16870,Lougheed Wonton Restaurant ,2408 ST  JOHNS ST,,PORT MOODY,V3H2B1,Food Primary,,266
304214,Louis Gervais Fine Foods,107-850 Harbourside Dr,,NORTH VANCOUVER,V7P0A3,Food Primary,,84
177782,Louise's Kitchen,104-105 1283 Main St,,SMITHERS,V0J2N0,Food Primary,,60
307171,Love Shack Libations,#1 - 4134 Island Highway W.,,QUALICUM BEACH,V9K2B2,Manufacturer,Brewery,0
3635,"Loyal Order of Moose, Lodge No. 1552",730 Cottonwood Avenue,,KAMLOOPS,V2B8M6,Liquor Primary,Club,75
308210,Loz Takos,1A-20349 88th Ave ,,LANGLEY,V1M2K5,Food Primary,,26
300609,Lt. Gen E.C. Ashton Armoury Messes,724 Vanalman Ave,,VICTORIA,V8Z3B5,Liquor Primary,,390
308172,Lu Charcoal Grill,100-8031 Leslie Rd,,RICHMOND,V6X1E4,Food Primary,,46
49376,Lu Lu BBQ,4660 Hastings St E,,BURNABY,V5C2K5,Food Primary,,72
307193,Lucid Spirit House Inc.,Unit 105B - 8257 92nd Street ,,DELTA,V4G0A4,Manufacturer,Distillery,0
307620,Lucky 9 Lanes,180-14200 Entertainment Bl,,RICHMOND,V6W1K3,Food Primary,,127
207078,Lucky Bar,517 Yates St,,VICTORIA,V8W1K7,Liquor Primary,,188
306114,Lucky Dragon Palace Restaurant,5822 Victoria Drive,,VANCOUVER,V5P3W9,Food Primary,,116
302076,Lucky Gate Restaurant,1139 Austin Avenue,,COQUITLAM,V3K3P4,Food Primary,,47
304824,Lucky Horse Restaurant,125 - 13737 72nd Ave,,SURREY,V3W2P2,Food Primary,,53
303055,Lucky House Restaurant,1500  7th Ave,,VALEMOUNT,V0E2Z0,Food Primary,,181
305287,Lucky Logger Pub,3000 Englewood Drive,,WOSS,V0N3P0,Liquor Primary,,104
306748,Lucky Plus Restaurant,3823 Rupert Street,,VANCOUVER,V5R2G7,Food Primary,,95
138827,Lucky Star Restaurant,17 12th Ave S,,CRANBROOK,V1C2R8,Food Primary,,76
301181,Lucky Strike Lounge,1113 Swansea Road,,INVERMERE,V0A1K0,Liquor Primary,,32
145001,Lucky Taco ,1685 YEW ST,,VANCOUVER,V6K3E6,Food Primary,,44
195503,Lucky's Liquor Store,3296 Island Highway North,,NANAIMO,V9T1W1,Licensee Retail Store,,
303737,Lucky's Smokehouse,5645 Wharf Avenue,,SECHELT,V0N3A8,Food Primary,,17
304176,Lucy's Eastside Diner ,2708 Main Street,,VANCOUVER,V5T3E8,Food Primary,,37
306364,Lulu Island Distillery,16880 Westminster Highway,,RICHMOND,V6V1A8,Manufacturer,Distillery,0
195245,Lulu Island Liquor Store,9291 Alderbridge Way,,RICHMOND,V6X1L5,Licensee Retail Store,,
303470,Lulu Island Winery ,16880 Westminster Highway,,RICHMOND,V6V1A8,Manufacturer,Winery,0
12200,Lum's Chinese Restaurant,914 Esquimalt Road,,VICTORIA,V9A3M7,Food Primary,,28
301387,Lumber Jack Saloon,Box 26 ,Highway 97,108 MILE RANCH,V0K2Z0,Liquor Primary,,48
192824,Lumby Hotel,2004 SHUSWAP AVE,,LUMBY,V0E2G0,Licensee Retail Store,,
306532,Lunessence Winery & Vineyard,5716 Gartrell Road,,SUMMERLAND,V0H1Z4,Manufacturer,Winery,0
303039,Lung Duck Tong Restaurant,Main St. ,Provincial Barkerville Historic Town,BARKERVILLE,V0K1B0,Food Primary,,50
306903,Lunitas Mexican Eatery,805-645 School Rd,,GIBSONS,V0N1V9,Food Primary,,62
303726,Lupo Restaurant,869 Hamilton St,,VANCOUVER,V6B2R7,Food Primary,,95
307072,Luppolo Brewing Co.,1123 Venables Street,,VANCOUVER,V6A2C6,Manufacturer,Brewery,0
302445,Luxe Chinese Seafood Restaurant,19653 Willowbrook Drive,Unit #138A,LANGLEY,V2Y1A5,Food Primary,,145
307588,Lynn's Vietnamese Restaurant,111 5301 25 Ave,,VERNON,V1T9R1,Food Primary,,55
306173,Lynx Spirits & Wines Corp,,,,,Agent,,
23248,Lytton Hotel,538-574 Main Street,,LYTTON,V0K1Z0,Liquor Primary,,126
73111,Lytton Hotel,538-574 Main Street,,LYTTON,V0K1Z0,Food Primary,,74
302545,M & J's Country Kitchen,Oliver Place Mall,5955 Main St. ,OLIVER,V0H1T0,Food Primary,,50
68116,M & Y RESTAURANT,311 HEMLOCK ST,BOX 564,PORT MCNEILL,V0N2R0,Food Primary,,150
303441,M Bar,10608 - 151A Street,,SURREY,V3R8K7,Liquor Primary,,63
307334,M Sushi Bar,110-3866 Bayview St,,RICHMOND,V7E4R7,Food Primary,,20
10087,M.I.A. Nightclub,364 Water St,,VANCOUVER,V6B1B6,Liquor Primary,,169
143512,M.V. ABITIBI,Plaza of Nations Marina Dock B,750 Pacific Blvd.,VANCOUVER,V6B5E7,Liquor Primary,,380
67835,M.V. BRITANNIA,"No 1, North Foot of Denman Street",,VANCOUVER,V6G2W9,Liquor Primary,,499
300405,M.V. Burrard Queen,Slip E-1,101 Jardine & 1040 South Dyke Rd,NEW WESTMINSTER,V3M5A1,Food Primary,,226
172606,M.V. CAROUSEL II,Granville Island Marina Dock A - 100,1676 Duranleau Street,VANCOUVER,V6H3S4,Liquor Primary,,100
86638,M.V. CONSTITUTION,"No 1, North Foot of Denman Street",,VANCOUVER,V6G2W9,Liquor Primary,,137
300461,M.V. Eloquent,100 - 1676 Duranleau St.,,VANCOUVER,V6H3S4,Food Primary,,100
189321,M.V. FANTASEA VI,950 WHARF ST,,VICTORIA,V8W1T3,Liquor Primary,,20
305242,M.V. Frances Barkley,5425 Argyle St,,PORT ALBERNI,V9Y1T6,Food Primary,,60
163743,M.V. Harbour Princess,"No 1, North Foot of Denman Street",,VANCOUVER,V6G2W9,Liquor Primary,,225
303259,M.V. Inside Passage,Atlin Terminal,C2 - 215 Cow Bay Rd.,PRINCE RUPERT,V8J1A2,Liquor Primary,,100
128803,M.V. Lukwa,606 CAMPBELL ST,A Dock - Berth A2,TOFINO,V0R2Z0,Liquor Primary,,47
304522,M.V. Magic Hornblower,1601 Bayshore Dr,,VANCOUVER,V6G2V4,Food Primary,,100
188904,M.V. Magic Moment,1601 Bayshore Drive,,VANCOUVER,V6G2V4,Liquor Primary,,71
306880,M.V. Magic Spirit,1601 Bayshore Drive,,VANCOUVER,V6G2V4,Liquor Primary,,400
151675,M.V. NATIVE,810 QUAYSIDE DR,,NEW WESTMINSTER,V3M6B9,Liquor Primary,,100
107228,M.V. Northern Adventure,Northern End of Highway 17,,PRINCE RUPERT,V8J3S1,Food Primary,,414
